# netcoevolve=0.1.0 n=1500 rho=1500 eta=3 beta=3 sd0=0 sd1=1 sc0=1 sc1=0 p1=0.8 p00=0.5 p01=0.5 p11=0.5 sample_delta=0.01 t_max=2 seed=27254 (random) output_file=output/simulation-20260102-141615.csv
# coloured motif densities include symmetry multiplicities; sums across colour patterns recover uncoloured homomorphism densities for each motif family
# beta=3 (eta=beta, rho=n)
time,col0,col1,e00,e01,e11,ne00,ne01,ne11,3cyc000,3cyc001,3cyc011,3cyc111,2p000,2p001,2p010,2p011,2p101,2p111,3p0000,3p0001,3p0010,3p0011,3p0101,3p0110,3p0111,3p1001,3p1011,3p1111,3s0_000,3s0_001,3s0_011,3s0_111,3s1_000,3s1_001,3s1_011,3s1_111
0.000000000,0.193333333,0.806666667,0.018670225,0.156089838,0.325167890,0.018603513,0.156029353,0.325439182,0.000897200,0.011291609,0.047138521,0.065369440,0.001805788,0.015053433,0.007566808,0.062833463,0.031491158,0.131011157,0.000174769,0.001456943,0.001460466,0.006063762,0.006110500,0.003037415,0.025332735,0.003036333,0.025370215,0.052819959,0.000175274,0.002185406,0.009117095,0.012726404,0.000736648,0.009143680,0.037997407,0.052864475
0.000000000,0.193333333,0.806666667,0.018670225,0.156089838,0.325167890,0.018603513,0.156029353,0.325439182,0.000897200,0.011291609,0.047138521,0.065369440,0.001805788,0.015053433,0.007566808,0.062833463,0.031491158,0.131011157,0.000174769,0.001456943,0.001460466,0.006063762,0.006110500,0.003037415,0.025332735,0.003036333,0.025370215,0.052819959,0.000175274,0.002185406,0.009117095,0.012726404,0.000736648,0.009143680,0.037997407,0.052864475
0.010000005,0.330666667,0.669333333,0.075303536,0.114411385,0.379027796,0.033889260,0.328536358,0.068831666,0.013908642,0.010668322,0.045574596,0.195904738,0.017876617,0.021318185,0.005455572,0.061342097,0.017657391,0.219739137,0.004279253,0.004841281,0.002139709,0.011107232,0.003022731,0.002497320,0.035499401,0.001894845,0.020046916,0.127619746,0.004352317,0.006567670,0.008118525,0.007238560,0.000613499,0.007970921,0.051875993,0.129141735
0.020000002,0.334666667,0.665333333,0.080967756,0.099891483,0.376846787,0.030885479,0.345735379,0.065673115,0.016591237,0.008735684,0.036153154,0.195095643,0.020464488,0.019330233,0.004413953,0.052915696,0.013983356,0.218164848,0.005208850,0.004706116,0.001841194,0.009884067,0.002112965,0.001876995,0.030552693,0.001408199,0.015818011,0.126527467,0.005301671,0.006310018,0.006330366,0.005484356,0.000495957,0.006172283,0.044395216,0.127891431
0.030000004,0.280000000,0.720000000,0.057485435,0.083466311,0.461428508,0.020780076,0.320002668,0.056837002,0.010151728,0.005641840,0.037154052,0.277835692,0.012333724,0.013105452,0.002834708,0.050486860,0.013748580,0.300739589,0.002664817,0.002683298,0.000964925,0.007663419,0.001589654,0.001389677,0.032870528,0.001001275,0.017660091,0.196244560,0.002710357,0.003517542,0.004993070,0.006293790,0.000246570,0.004579181,0.047902860,0.197997777
0.040000001,0.370000000,0.630000000,0.099214588,0.115984879,0.315546364,0.037529909,0.350526129,0.081198132,0.022231239,0.013755671,0.033773072,0.140477223,0.027676496,0.026419239,0.006621925,0.052756082,0.014108241,0.163416137,0.007767549,0.007188193,0.003249243,0.011540675,0.002724277,0.002257769,0.027122109,0.001969116,0.013897306,0.084920263,0.007894793,0.009966064,0.007773274,0.004721650,0.000982934,0.007670394,0.038869303,0.086236486
0.050000003,0.340000000,0.660000000,0.084586169,0.099065155,0.366403380,0.030864132,0.350034245,0.069046920,0.017910795,0.009341701,0.033589067,0.186054523,0.021952708,0.019912244,0.004590945,0.050555947,0.013206904,0.208720868,0.005734189,0.004999834,0.002013177,0.009746682,0.002024131,0.001770907,0.028685723,0.001395742,0.014569345,0.119147113,0.005831337,0.006764444,0.006113210,0.005061138,0.000575390,0.005924028,0.041510396,0.120480763
0.060000002,0.360000000,0.640000000,0.093032688,0.112952635,0.335089171,0.036413609,0.348154770,0.074357127,0.019937095,0.012165273,0.036290661,0.157793561,0.024999640,0.024433464,0.005971044,0.054545125,0.014704421,0.180606828,0.006762086,0.006366923,0.002764228,0.011384046,0.002667021,0.002252242,0.029271107,0.001867059,0.015264424,0.097585463,0.006872828,0.008747441,0.007702052,0.005271921,0.000809993,0.007452975,0.042332767,0.098890079
0.070000000,0.320000000,0.680000000,0.074113409,0.103038470,0.379695797,0.028141428,0.332451857,0.082559039,0.014493307,0.009641500,0.035357668,0.191416428,0.017911922,0.019607256,0.004748816,0.052833610,0.014245716,0.218261756,0.004358391,0.004588577,0.001954698,0.009651049,0.002214758,0.001867020,0.030232784,0.001520339,0.015779185,0.125773065,0.004433119,0.006257745,0.006401791,0.005506448,0.000567221,0.006261912,0.043570124,0.127487449
0.080000002,0.360000000,0.640000000,0.093601957,0.106505670,0.340901935,0.035844341,0.354601734,0.068544363,0.020888270,0.010967666,0.036500850,0.165282505,0.025508001,0.022091530,0.005391971,0.052191204,0.014411791,0.186650525,0.007007027,0.005779980,0.002447359,0.010339407,0.002427886,0.002027462,0.028459049,0.001597191,0.015297973,0.102424998,0.007132996,0.007788654,0.006923670,0.005465481,0.000719974,0.006736787,0.041178895,0.103658916
