# netcoevolve=0.1.0 n=2000 rho=2000 eta=3 beta=3 sd0=0 sd1=1 sc0=1 sc1=0 p1=0.75 p00=0.5 p01=0.5 p11=0.5 sample_delta=0.01 t_max=2 seed=10543 (random) output_file=output/simulation-20260102-103615.csv
# coloured motif densities include symmetry multiplicities; sums across colour patterns recover uncoloured homomorphism densities for each motif family
# beta=3 (eta=beta, rho=n)
time,col0,col1,e00,e01,e11,ne00,ne01,ne11,3cyc000,3cyc001,3cyc011,3cyc111,2p000,2p001,2p010,2p011,2p101,2p111,3p0000,3p0001,3p0010,3p0011,3p0101,3p0110,3p0111,3p1001,3p1011,3p1111,3s0_000,3s0_001,3s0_011,3s0_111,3s1_000,3s1_001,3s1_011,3s1_111
0.000000000,0.241000000,0.759000000,0.028934467,0.182629315,0.287893447,0.029055028,0.183391696,0.288096048,0.001727260,0.016393102,0.051790030,0.054490354,0.003477010,0.021903305,0.010998003,0.069203127,0.034585959,0.109165058,0.000418037,0.002633401,0.002639373,0.008303897,0.008335280,0.004160805,0.026253965,0.004147254,0.026224229,0.041414503,0.000418824,0.003949875,0.012449508,0.013114320,0.001328043,0.012508544,0.039380969,0.041442696
0.000000000,0.241000000,0.759000000,0.028934467,0.182629315,0.287893447,0.029055028,0.183391696,0.288096048,0.001727260,0.016393102,0.051790030,0.054490354,0.003477010,0.021903305,0.010998003,0.069203127,0.034585959,0.109165058,0.000418037,0.002633401,0.002639373,0.008303897,0.008335280,0.004160805,0.026253965,0.004147254,0.026224229,0.041414503,0.000418824,0.003949875,0.012449508,0.013114320,0.001328043,0.012508544,0.039380969,0.041442696
0.010000001,0.190500000,0.809500000,0.025057529,0.072501751,0.595136568,0.011155578,0.236072036,0.060076538,0.002743928,0.003539654,0.042890097,0.417152101,0.003452009,0.007235149,0.001775915,0.051252721,0.015494090,0.444304980,0.000480344,0.000926885,0.000373548,0.004984522,0.001377231,0.001106311,0.038249745,0.000796282,0.022917680,0.331985872,0.000488385,0.001211794,0.003823743,0.008449281,0.000102297,0.003469680,0.056460549,0.334257996
0.020000005,0.111500000,0.888500000,0.010791896,0.017559780,0.757419710,0.001590795,0.180674837,0.031962981,0.001005896,0.000297003,0.010618764,0.630700480,0.001079100,0.001050514,0.000137905,0.014051605,0.003674743,0.649191947,0.000108131,0.000101735,0.000021156,0.000799171,0.000072672,0.000065617,0.012042394,0.000041616,0.006270410,0.556740283,0.000109028,0.000127836,0.000363328,0.002421917,0.000004868,0.000258398,0.017538453,0.558376980
0.030180858,0.088500000,0.911500000,0.007791896,0.000000000,0.830788894,0.000000000,0.161416208,0.000003002,0.000681450,0.000000000,0.000000000,0.756049620,0.000685344,0.000000000,0.000000000,0.000000000,0.000000000,0.756467531,0.000060310,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.689139436,0.000060310,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.689139440
0.040000000,0.088500000,0.911500000,0.007791896,0.000000000,0.830791896,0.000000000,0.161416208,0.000000000,0.000681450,0.000000000,0.000000000,0.756057803,0.000685344,0.000000000,0.000000000,0.000000000,0.000000000,0.756472992,0.000060310,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.689146895,0.000060310,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.689146895
0.050000000,0.088500000,0.911500000,0.007791896,0.000000000,0.830791896,0.000000000,0.161416208,0.000000000,0.000681450,0.000000000,0.000000000,0.756057803,0.000685344,0.000000000,0.000000000,0.000000000,0.000000000,0.756472992,0.000060310,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.689146895,0.000060310,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.689146895
0.060000000,0.088500000,0.911500000,0.007791896,0.000000000,0.830791896,0.000000000,0.161416208,0.000000000,0.000681450,0.000000000,0.000000000,0.756057803,0.000685344,0.000000000,0.000000000,0.000000000,0.000000000,0.756472992,0.000060310,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.689146895,0.000060310,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.689146895
0.070000000,0.088500000,0.911500000,0.007791896,0.000000000,0.830791896,0.000000000,0.161416208,0.000000000,0.000681450,0.000000000,0.000000000,0.756057803,0.000685344,0.000000000,0.000000000,0.000000000,0.000000000,0.756472992,0.000060310,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.689146895,0.000060310,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.689146895
0.080000000,0.088500000,0.911500000,0.007791896,0.000000000,0.830791896,0.000000000,0.161416208,0.000000000,0.000681450,0.000000000,0.000000000,0.756057803,0.000685344,0.000000000,0.000000000,0.000000000,0.000000000,0.756472992,0.000060310,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.689146895,0.000060310,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.689146895
