# netcoevolve=0.1.0 n=1500 rho=1500 eta=3 beta=3 sd0=0 sd1=1 sc0=1 sc1=0 p1=0.65 p00=0.5 p01=0.5 p11=0.5 sample_delta=0.01 t_max=2 seed=1866 (random) output_file=output/simulation-20260102-132157.csv
# coloured motif densities include symmetry multiplicities; sums across colour patterns recover uncoloured homomorphism densities for each motif family
# beta=3 (eta=beta, rho=n)
time,col0,col1,e00,e01,e11,ne00,ne01,ne11,3cyc000,3cyc001,3cyc011,3cyc111,2p000,2p001,2p010,2p011,2p101,2p111,3p0000,3p0001,3p0010,3p0011,3p0101,3p0110,3p0111,3p1001,3p1011,3p1111,3s0_000,3s0_001,3s0_011,3s0_111,3s1_000,3s1_001,3s1_011,3s1_111
0.000000000,0.352666667,0.647333333,0.061915944,0.228343340,0.210052035,0.062305537,0.228547031,0.208836113,0.005403124,0.030006962,0.055479924,0.034106242,0.010878155,0.040033573,0.020147101,0.073999023,0.036951681,0.068141164,0.001912465,0.007038269,0.007069175,0.012982291,0.013049898,0.006521612,0.024021410,0.006475504,0.023965776,0.022119815,0.001916399,0.010556879,0.019447151,0.011980060,0.003564175,0.019601024,0.036033664,0.022143271
0.000000000,0.352666667,0.647333333,0.061915944,0.228343340,0.210052035,0.062305537,0.228547031,0.208836113,0.005403124,0.030006962,0.055479924,0.034106242,0.010878155,0.040033573,0.020147101,0.073999023,0.036951681,0.068141164,0.001912465,0.007038269,0.007069175,0.012982291,0.013049898,0.006521612,0.024021410,0.006475504,0.023965776,0.022119815,0.001916399,0.010556879,0.019447151,0.011980060,0.003564175,0.019601024,0.036033664,0.022143271
0.010000003,0.272666667,0.727333333,0.053153658,0.096418056,0.434015566,0.021061152,0.300485657,0.094865911,0.008731193,0.007748142,0.036771552,0.233090937,0.010832728,0.015342492,0.003834876,0.053094359,0.014752708,0.266413812,0.002224842,0.003012518,0.001319228,0.008109616,0.001992512,0.001648337,0.032447819,0.001324715,0.017515405,0.163936957,0.002261276,0.004126292,0.005477434,0.006336116,0.000390752,0.005473797,0.046898705,0.166115399
0.020000001,0.249333333,0.750666667,0.043900378,0.089466756,0.487318657,0.018141872,0.285115410,0.076056927,0.006337998,0.006167794,0.040336108,0.293156889,0.008031740,0.012770377,0.003057712,0.054752130,0.015379531,0.323234361,0.001480667,0.002232784,0.000925368,0.007592337,0.001846575,0.001548167,0.036259091,0.001200882,0.019975378,0.214727041,0.001504530,0.003004053,0.005422769,0.007067636,0.000258812,0.005010634,0.052924297,0.216995847
0.030000000,0.329333333,0.670666667,0.074997554,0.107737603,0.385490772,0.033315544,0.334302869,0.064155659,0.014212907,0.009380388,0.044612089,0.203416635,0.017913785,0.019262203,0.004854833,0.058660453,0.017032887,0.226349380,0.004320082,0.004357570,0.001848391,0.010146740,0.002722059,0.002245110,0.034389817,0.001634981,0.019660466,0.133119825,0.004396048,0.005828899,0.007233575,0.007280185,0.000521159,0.007195735,0.050231846,0.134599164
0.040000003,0.284666667,0.715333333,0.061178563,0.079456527,0.444424283,0.019720703,0.328078274,0.067141650,0.011601588,0.005730516,0.030887804,0.255924320,0.013745036,0.013186528,0.002779830,0.045646654,0.011738106,0.281734170,0.003107202,0.002852455,0.001024084,0.007253153,0.001319031,0.001186955,0.028863375,0.000896087,0.014551943,0.178872014,0.003160170,0.003770196,0.004376553,0.004983697,0.000271632,0.004064886,0.041708257,0.180649106
0.050000002,0.268666667,0.731333333,0.051435179,0.089361797,0.463996442,0.020615521,0.303870136,0.070720925,0.008460811,0.006568297,0.041372400,0.275747070,0.010343303,0.013065902,0.003224831,0.052840358,0.015564801,0.301512905,0.002099634,0.002477622,0.001032026,0.007383312,0.001889611,0.001517083,0.034265706,0.001145657,0.019834794,0.196248451,0.002137107,0.003265567,0.005345893,0.007328915,0.000300243,0.004958380,0.049891439,0.198299864
0.060000003,0.274666667,0.725333333,0.050281521,0.107001112,0.458622193,0.025027352,0.291714476,0.067353347,0.007372780,0.008149826,0.053307500,0.268173177,0.009611899,0.015662351,0.004223659,0.065166721,0.019980131,0.295369672,0.001856804,0.002813725,0.001284771,0.009324583,0.002924526,0.002321805,0.041947371,0.001682037,0.025443578,0.190479999,0.001888038,0.003784215,0.007325219,0.009627736,0.000370450,0.007251482,0.061767086,0.192385575
0.070000007,0.134000000,0.866000000,0.014949522,0.025894596,0.718325995,0.002929064,0.206348232,0.031552591,0.001573164,0.000549353,0.015989906,0.581046827,0.001731589,0.001831970,0.000257028,0.020483908,0.005525985,0.598986311,0.000201341,0.000201700,0.000043243,0.001395734,0.000163917,0.000146581,0.017084754,0.000100513,0.009191191,0.499836924,0.000203689,0.000245067,0.000791556,0.003337999,0.000009276,0.000513768,0.025087179,0.501360021
0.080000000,0.104000000,0.896000000,0.009850122,0.009774516,0.788788081,0.000903714,0.176717812,0.013965755,0.000915991,0.000124953,0.006935836,0.686912635,0.000955199,0.000479937,0.000052659,0.008146560,0.002347734,0.695510124,0.000092773,0.000044908,0.000007775,0.000377128,0.000025861,0.000021130,0.007186603,0.000014248,0.004136497,0.613677586,0.000093481,0.000047576,0.000230855,0.001493809,0.000001822,0.000098022,0.010499193,0.614519615
